ID,Img_URL,Img_position,Device Subtitle,Device Title,Key Feature_1,Key Feature_2,Key Feature_3,Key Feature_4,Key Feature_5,Key Feature_6,Key Feature_7,Product description,Device Type,Network Technology,LTE catagory support,Manufacture_Address,Manufacture_Phone,Manufacture_Email,Hardware_Antenna,Hardware_Battery,Hardware_Display Resolution,Hardware_Ethernet Posts,Hardware_Sim Type,Hardware_USB ports,Hardware_Voltage supply,Other_Accelerometer,Other_Z-Wave,Other_Audio,Other_Battery safety,Other_Bluetooth,Other_Camera,Other_Dual SIM,Other_E911,Other_eUICC,Other_GNSS,Other_GPSS,Other_GPS,Other_Keyboard,Other_Magnetic card reader,Other_Printer,Other_RJ-11,Other_Scanning tech,Other_Serial,Other_Smart card reader,Other_Voice transmission capable,Other_Wifi,Zigbee,FoTA For Baseband/Modem Software Update Capability,FoTA Client Type,Operating System,Soft_Developer Kit,Soft_Diagnostics,Soft_Security Level,Soft_EMS,Soft_MMS,Soft_Remote Management,Soft_SMS Capability,Soft_WEA,Soft_Persistent Prefix IPv6,Soft_Mobile Private Network,Soft_FWA,Soft_Split Data Routing,Soft_Multi-APN,Soft_Global Capable,Soft_Private Wireless Network,Chassis_Dimensions,Chassis_Weight,Chassis_Operating Temperature,Chassis_Storage Temperature,Chassis_Relative Humidity,Chassis_Rain & dust resistance,Chassis_Vehicle Mounting,Network_NAT,Network_Routing Protocols,Network_Security Protocol,Network_VPN Support,Network_Numbershare,Network_Fax capable,Network_Firewall,Network_UMTS,Network_LTE,Network_LTE Global/Roaming,Network_5G,Network_5G Global/Roaming,Network_GPRS,Network_GSM,Contact_Website,Contact_Address,Contact_Phone,Contact_Email,Industry,Gift_Card,Status,Published,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Included / United States,Included / International
24620,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/24620,,Loci Controls Inc,Loci Controller,Remotely analyzes landfill gas composition,Remotely controls landfill gas flow real-time to mitigate fast changing environmental variables.,,,,,,"Loci Controls is the leader in automated landfill gas collection. We utilize a unique and patent pending combination of wellhead-mounted hardware and cloud-based analytics and monitoring to optimize gas collection, reduce fugitive emissions, and maximize profitability for customers nationwide.",Remote Monitoring and Control,LTE Only,Cat 1,14 Kendrick Road St 3,5082645247,ccampbell@locicontrols.com,—,Lead Acid,20x4 Character LCD,0,Standard Nano SIM (4FF),0,12V,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,RTOS,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N/A,N/A,N/A,N/A,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band12 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,www.locicontrols.com,14 Kendrick Road St 3,4013783937,ian@locicontrols.com,"Oil and Gas, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
22411,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/22411,,Fluid Conservation Systems Inc,PermaNet+ (M1),Leak Size Determination,Quick Response,Remote Viewing,Fully Waterproof,Leak Localisation,,,"The Permanet system combines Permalog leak noise sensor and our versatile telemetry datatechnology to create a fixed network to monitor leakage.Once installed, leak data calculated using the proven Permalog algorithm, and secondary data, is transmitted via low cost telemetry. This removes the requirement for expensive site visits and “drive by” data retrieval.",Remote Monitoring and Control,LTE Only,Cat M1,"502 TechneCenter Drive Suite B Milford, OH 45150",(513) 340-3007,sales@fluidconservation.com,—,7.2v Lithium Thionyl Chloride Primary,—,0,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Non Verizon FoTA Solution (only),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,—,—,—,—,—,—,84mmx115mmx114mm in.,Logger 338,-5F to,—,—,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.fluidconservation.com,"Ty Coch House, Llantarnam Park Way, Cwmbran, Torfaen, NP44 3AW",(513) 831-9335,cservice@hwm-water.com,Utilities,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
10363,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/10363,,Ademco Inc. dba Resideo,LTE-HSV,Delivery of security alarms,Allows remote programming,,,,,,LTE technology integrated within Honeywell security system applications to provide a communication path from the protected premise to the monitoring station.,Remote Monitoring and Control,LTE Only,Cat 1,"2 Corporate Center Drive, Melville, NY, 11747",516-577-2000,Brandon.Dahlstedt@Resideo.com,—,—,—,—,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),—,RTOS,—,—,None,—,—,—,Checked,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,,,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.resideo.com,"2 Corporate Center Drive, Melville, NY, 11747",516-577-2000,https://mywebtech.honeywellhome.com/,Residential / Consumer,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
22477,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/22477,,Fluid Conservation Systems Inc,Multilog 2 (M1),Flexible Telemetry options,Fast Logging,Fully Waterproof,External Antenna,Serial input options,,,MultiLog is an advanced and versatile multi-channel data logger designed for monitoring any combination of digital or analogue signals.,Remote Monitoring and Control,LTE Only,Cat M1,"502 TechneCenter Drive Suite B Milford, OH 45150",(513) 340-3007,sales@fluidconservation.com,—,—,—,—,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Non Verizon FoTA Solution (only),LWM2M,Other,—,—,None,—,—,Checked,Checked,—,—,—,—,—,—,—,—,9.9”Hx6.9”Wx3.6”D in.,3.5 lbs,-5F to,—,—,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.fluidconservation.com,"Ty Coch House, Llantarnam Park Way, Cwmbran, Torfaen, NP44 3AW",(513) 831-9335,cservice@hwm-water.com,"Agricultural, Industrial / Manufacturing, Oil and Gas, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
25002,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/25002,,Nokia of America Corporation,7705 SAR-Hm,IP/MPLS routing and switching for L2 and L3 based services,"6 ports of Ethernet, 2 ports of RS232, 1 alarm port (3-in, 2-out)",WLAN and GNSS support,Hardened device with extended temperature range,"Advanced security solutions including NGE, IPsec, SR-OS management security, IPv4/IPv6 filters",,,"The Nokia 7705 SAR-Hm is a feature-rich IP/MPLS service router in a ruggedized and compact platform. With it, operators are able to support IP VPN, VPLS, and VPWS services over wireless networks, enabling an end-to-end, seamless, IP/MPLS service offering between wireless and wired devices. This enables critical infrastructure operators to fully realize the promise of neural grids, smart cities, and public safety mobile broadband to enhance e2e communication, efficiency and responsiveness. The 7705 SAR-Hm can be used in fixed or mobile locations for a variety of applications, such as supervisory control and data acquisition (SCADA), security monitoring, workforce voice and data connectivity in offices or vehicles, mass transit, fleet management, and vehicle remote control and monitoring.",Router,LTE with GSM/UMTS,Cat 6,"600-700 Mountain Avenue, Murray Hill, NJ, 07974, USA",-1360,https://www.nokia.com/en_int/networks,—,None,N/A,6,Standard/Industrial Mini SIM (2FF),1,+12 or 24 V,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,Checked,—,—,Checked,—,Non Verizon FoTA Solution (only),—,Other,—,—,None,—,—,—,—,—,—,Checked,—,—,—,—,—,"5.5"", 2.65"", 6""",5lbs,-40C to +65C,-40C to +70C,0-95%,—,Checked,Planned,"BGP, OSPF, RIP","Network Group Encryption (NGE), IPsec, SNMPv3, RADIUS/TACACs","mpBGP-VPRN, VPLS, VLLs, BGP-VPLS/VPWS",N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)",,,,,,www.nokia.com,"600-700 Mountain Avenue, Murray Hill, NJ, 07974, USA",-4489,https://www.nokia.com/en_int/networks,"Distribution, Government, Healthcare, Industrial / Manufacturing, Oil and Gas, Retail, Transportation, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
25534,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/25534,,Sierra Wireless,Airlink LX40,Most compact LTE router in its class supporting 150Mbps/50Mbps (DL/UL),"Power-over-Ethernet— Powered Device capability, ideal for fixed low power applications",Supports edge processing and IoT applications with ALEOS Application Framework (AAF),LTE and LTE-M/NB-IoT variants for global deployments,"Remote, secure network management in the cloud or in the enterprise",,,"The AirLink® LX40 is our most compact router for IoT/M2M applications. The LX40 provides “out-of-the box”, secure, managed LTE networking for IoT and enterprise applications such as IP Cameras, Security, Point-of-Sale terminals and Smart Lockers. LX40 is also ideally suited for connecting industrial, remote data logging and sensing equipment in protected (indoor) locations, and supports processing of IoT data at the edge.",Router,LTE Only,Cat 4,"13811 Wireless Way Richmond, British Columbia Canada, V6V 3A4",604-231-1100,airlinksales@sierrawireless.com,—,—,—,1,Standard/Industrial Mini SIM (2FF),1,7 to 36 VDC,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,Checked,—,—,—,—,Non Verizon FoTA Solution (only),OMADM,Other,—,—,None,—,—,Checked,—,—,—,—,—,—,—,—,—,4.1 inx3.1 inx1.0 in.,—,-30°C/65 °C,-40°C/85 °C,90% RH @ 60°C,Checked,Checked,—,—,—,"IPsec, GRE, and OpenVPN Client, Up to 5 concurrent tunnels, Split Tunnel, Dead Peer Detection (DPD)",N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.sierrawireless.com,"13811 Wireless Way Richmond, British Columbia Canada, V6V 3A4",1-877-231-1144,support@sierrawireless.com,"Industrial / Manufacturing, Media and Entertainment, Oil and Gas, Professional Services, Real Estate, Residential / Consumer, Transportation, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
17848,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/17848,,Podimetrics Inc,Podimetrics SmartMat,"About 1,000 soft, flexible temperature sensors capture and transmit high resolution images of the feet",,,,,,,The Podimetrics SmartMat™ is a cellular-enabled in-home monitoring technology that collects foot temperature scans. Patients at risk for inflammatory foot conditions stand on it for twenty seconds each day and Podimetrics collects those thermograms to be evaluated by the patient and their physician for signs of inflammation.,Remote Monitoring and Control,LTE Only,Cat M1,"100 Dover St, Suite B, Somerville, MA 02144",617-616-5269,info@podimetrics.com,—,Lithium Ion,—,—,Standard/Industrial Micro SIM (3FF),—,3.4 V,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,RTOS,—,—,None,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,podimetrics.com,"100 Dover St., Suite B, Somerville, MA 02144",425-318-9005,david@podimetrics.com,Healthcare,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
17582,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/17582,,Sierra Wireless,GNX-5P LTE,CAN/1708/1939,High performance internal cellular & GPS antennas for ease and flexibility of installation of device,Auto-calibrating 3-axis accelerometer,Full Garmin FMI native support,Intelligent power management,,,"The GNX-5P is an ideal solution for Mobile Resource Management, vehicle tracking and many other location-aware applications and services. The GNX-5P incorporates components for superior reliability including internal cellular and GPS antennas and an auto-calibrating 3-axis accelerometer for monitoring and reporting of rapid acceleration, deceleration, harsh cornering and other events.",Asset Tracking,LTE Only,Cat 1,"13811 Wireless Way Richmond, British Columbia Canada, V6V 3A4",604-231-1100,airlinksales@sierrawireless.com,Internal,Optional internal backup battery (200mAh),—,—,Standard/Industrial Mini SIM (2FF),—,8 to 30V DC,Checked,—,—,—,Checked,—,—,—,—,—,Checked,Checked,—,—,—,—,—,Checked,—,—,—,—,Non Verizon FoTA Solution (only),OMADM,Other,—,—,None,—,—,—,Checked,—,—,Checked,—,—,—,—,—,14.2x7.5x1.9 cm.,4.55 oz,-20C/65 °C,-40/85 °C,5 to 95% non-condensing,Checked,Checked,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.sierrawireless.com,"13811 Wireless Way Richmond, British Columbia Canada, V6V 3A4",1-877-231-1144,support@sierrawireless.com,Transportation,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
17137,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/17137,,MultiTech Systems Inc,MTC-LNA4-B01,"Rugged, military and SAE tested","Two-year warranty, upgradable to five years",SSL/TLS support,Uses Multi-Carrier Module,,,,"The MultiConnect® Cell 100 Series cellular modem is a compact communications platform that provides cellular capabilities for fixed and mobile applications. It is intended for use in settings demanding reliable performance under rugged conditions, low power and long range such as remotely monitoring solar micro-inverters, power generators, tanks, pipelines, meters, pumps and valves in any energy, utility or industrial application.",Modem,LTE Only,Cat 4,"2205 Woodale Drive, Mounds View, MN, 55112",1-888-288-5470,sales@multitech.com,External,—,—,—,Standard/Industrial Mini SIM (2FF),0,5-32 VDC,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Non Verizon FoTA Solution (only),—,Other,—,—,None,—,—,—,Checked,—,—,Checked,—,—,—,—,—,3.17x2.45x1.16 in.,.65 lbs,-40 °F,-40 °F,15% to 93% noncondensing,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.multitech.com,"2205 Woodale Drive, Mounds View, MN, 55112",1-763-717-5863,tsupport@multitech.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
17136,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/17136,,MultiTech Systems Inc,MTC-LNA4-B03,"Rugged, military and SAE tested","Two-year warranty, upgradable to five years",SSL/TLS support,Uses Multi-Carrier Module,,,,"The MultiConnect® Cell 100 Series cellular modem is a compact communications platform that provides cellular capabilities for fixed and mobile applications. It is intended for use in settings demanding reliable performance under rugged conditions, low power and long range such as remotely monitoring solar micro-inverters, power generators, tanks, pipelines, meters, pumps and valves in any energy, utility or industrial application.",Modem,LTE Only,Cat 4,"2205 Woodale Drive, Mounds View, MN, 55112",1- 800-328-9717,sales@multitech.com,External,—,—,—,Standard/Industrial Mini SIM (2FF),1,5.0 VDC,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Non Verizon FoTA Solution (only),OMADM,Other,—,—,None,—,—,—,Checked,—,—,Checked,—,—,—,—,—,3.17x2.45x1.16 in.,.65 lbs,-40 °F,-40 °F,15% to 93% noncondensing,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.multitech.com,"2205 Woodale Drive, Mounds View, MN, 55112",1-763-717-5863,tsupport@multitech.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
15218,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/15218,,GE Industrial Communications,Orbit MCR (4Gy),"Security - Secure Boot, SPI/NAT Firewall, IPsec VPN, WiFi WPA/WPA2-PSK/Enterprise, RADIUS, Syslog-Over-TLS","Management - CLI (SSH/Console), NETCONF, SNMP, Events/Alarms","Networking/Applications - NTP, IP Routing, Bridging, IEEE 802.1q VLANs, 802.11D STP, TCP/UDP Serial Server, Modbus TCP/RTU/ASCII","Operating temperature: -40 to 70C, Class 1 Div 2 Certified for hazardous locations",,,,"GE MDS MCR (Multi-Service Connect Router) is an industrial grade cellular router designed to securely connect remote devices to the enterprise network. It features multiple connectivity options, advanced cyber security and networking functionality along with industry leading reliability for critical applications. It can also incorporate a second radio to provide wireless connectivity using standard Wi-Fi or our proprietary licensed/unlicensed long-range narrowband/wideband radios.",Router,LTE Only,Cat 6,Shane Gillispie,+1 585 270 7566,Shane.Gillispie@ge.com,External,—,—,4,SIM1 - Standard/Industrial Mini SIM (2FF),SIM2 - Standard/Industrial Mini SIM (2FF),,—,—,—,—,—,—,Checked,—,—,—,Checked,Checked,—,—,—,—,—,Checked,—,—,Checked,—,Non Verizon FoTA Solution (only),OMADM,Linux,—,—,None,—,—,Checked,—,—,—,Checked,—,Checked,—,—,—,2.1” Hx4.3” Wx4.6” in.,—,-40 °F to °F,-40 °F,—,—,Checked,"Source, Destination, Static NAT","RIPv2, OSPFv2, BGPv4","IPSec VPN (IKEv1/v2) PSK/RSA based, AES 128/192/256, SHA256/512","IPsec VPN, L2/L3 GRE",N - no Numbershare,—,Checked,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)",,,,,,www.gegridsolutions.com/Communications.htm,http://www.gegridsolutions.com/communications/Support.aspx,-6335,GEMDS.techsupport@ge.com,"Industrial / Manufacturing, Oil and Gas, Professional Services, Transportation, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
10814,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/10814,,PHOENIX CONTACT ELECTRONICS GmbH,TC CLOUD CLIENT 1002-4G VZW,Stateful firewall inspection for cyber security concerns,Extended temperature range for -40 °C to +70 °C,Remote VPN start via contact closure or SMS,,,,,"TC Cloud Client devices serve as industrial virtual private network (VPN) gateways approved for use on 4G LTE Verizon and AT&T cellular networks. The TC Cloud Client is designed to easily, affordably, and securely provide remote connectivity to devices and machines through the award-winning mGuard Secure Cloud.",Modem,LTE Only,Cat 4,"586 Fulling Mill Rd, Middletown PA 17057",800-808-7177,info@phoenixcon.com,External,N/A,N/A,2,Standard/Industrial Mini SIM (2FF),0,10 V DC to 30 V DC,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,Non Verizon FoTA Solution (only),—,Linux,—,—,None,—,—,—,Checked,—,—,Checked,—,—,—,—,—,5.12"x1.77"x4.96" in.,8.0 oz,-40 C,-40 C,10 % ... 95 % w/o condensation,—,—,"1:1 NAT, Port Forwarding, Exposed Host",—,"3DES, AES-256 for VPN","IPSec, OpenVPN",N - no Numbershare,—,Checked,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.phoenixcontact.com,"586 Fulling Mill Rd, Middletown PA 17057",800-322-3225,info@phoenixcon.com,"Agricultural, Industrial / Manufacturing, Oil and Gas, Pharmaceutical, Transportation, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
24336,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/24336,,Tattletale alarm,Tattletale Commercial Unit V3,Supports up to 500 standard and specialized indoor and outdoor spread spectrum wireless sensors.,240-64 graphic LCD and Membrane keypad for enhanced User Interface,Built-in 115dB siren and strobe light,Ability to verbally announce alarms using a PA or Walkie-Talkie,Available version to directly support utilities using SCADA when attached to an SEL RTAC,,,"Self-contained portable alarm system. It has a built in PIR motion sensor, a cellular radio, Ethernet, 240 x 64 graphic display, membrane keypad, 115 dB siren/strobe, accelerometer and a 15 hour backup battery. The unit is designed with complete tamper proof capability, which will trigger an instant alarm if disturbed during entry delay. A large array of tamper proof wireless and portable motion and environmental sensors can be placed up to 1/2 mile from the base unit.",Alarm Panel,LTE Only,Cat M1,"6269 Frost Road, Westerville, OH 43082",6145407233,sales@tattletale.com,—,Internal 6 volt 6.6 AH SLA,240 x 64 Monochrome,1,Standard Nano SIM (4FF),1,9-16 VDC,Checked,—,Checked,Checked,—,—,—,—,—,—,Checked,Checked,Checked,—,—,—,—,Checked,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,None,—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,11" x 12" x 6",8 lbs,40 - 90 degrees F,-10 - 140 degrees F,95% non-condensing,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.tattletale.com,"6269 Frost Road, Westerville, OH 43082",6145407233,tech@tattletale.com,"Construction, Education, Industrial / Manufacturing",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
14482,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/14482,,PICA Product Development,Skyhawk - Kiwi,Built-in movement and access/entry detection,2+ year battery life,Purpose-built mobile app for device setup and custom adjustments,Rugged and weatherproof design,,,,"The Skyhawk Kiwi is a patented and award-winning, easy-to-setup, remote monitoring device powered by Verizon’s Cat-M1 cellular technology. Using the Kiwi’s vibration and entry sensor technology, users are able to receive real-time, time-stamped notifications when their belongings or remote assets are touched, moved, and even opened, all without the need for Wi-Fi, Bluetooth, or other local infrastructure.",Remote Monitoring and Control,LTE Only,Cat M1,"4 Ash Street Extension, Derry, NH, 03038",6034251096,sstapleford@picapd.com,—,—,—,—,Industrial Soldered SIM (MFF2 Embedded),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,,,RTOS,—,—,None,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,Band13 (700 MHz),"1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,,picapd.com,"4 Ash Street Extension, Derry, NH, 03038",6034251096,sstapleford@picapd.com,Industrial / Manufacturing,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
24500,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/24500,,WellAware Holdings Inc,WIRC,Industrial Interfaces,Data Logging,Local intelligence,,,,,Remote Telemetry Equipment (wireless data acquisition for Industrial market),Remote Monitoring and Control,LTE Only,Cat 1,"3424 Paesanos Pkwy, Suite 200, San Antonio Tx, 78231",855-935-5292,sales@wellaware.us,—,3.6-4.5V,none,0,Standard/Industrial Micro SIM (3FF),1,9-28V,—,—,—,—,Checked,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,Non Verizon FoTA Solution (only),—,RTOS,—,—,None,—,—,Checked,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.wellaware.us,"3424 Paesanos Pkwy, Suite 200, San Antonio Tx, 78231",855-935-5292,service@wellaware.us,Oil and Gas,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
11940,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/11940,,Cisco,MX68CW,Cloud Connected,"Firewall, LAN, SDWAN, WAN",,,,,,The MX68CW cellular (LTE) security appliance. All Meraki devices can only operate in the country in which the end user exists and cannot be taken outside said country.,Router,LTE Only,Cat 6,"500 Terry A. Francois Blvd San Francisco, CA 94158",4154321000,sales@meraki.com,—,—,—,10 +,Standard Nano SIM (4FF),1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Other,—,—,None,—,—,Checked,—,—,—,Checked,Checked,—,—,Checked,—,283x145x25mm in.,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,Checked,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,,"500 Terry A. Francois Blvd San Francisco, CA 94158",4159376671,support@meraki.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
8777,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/8777,,Cisco,MX67C,Cloud Connected,"Firewall, LAN, SDWAN, WAN",,,,,,The MX67C cellular (LTE) security appliance. All Meraki devices can only operate in the country in which the end user exists and cannot be taken outside said country.,Router,LTE Only,Cat 6,"500 Terry A. Francois Blvd San Francisco, CA 94158",4154321000,sales@meraki.com,—,—,—,5,Standard Nano SIM (4FF),1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Other,—,—,None,—,—,Checked,—,—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,Checked,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)",,,,,,,"500 Terry A. Francois Blvd San Francisco, CA 94158",4159376671,support@meraki.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
12645,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/12645,,Appareo,Appareo Cellular Assembly,LTE,2G/3G GSM,,,,,,The device is a Drop in Modem Board which will allow for communication through a LTE and GSM modules that are populated on a single PCB. This is an end device certification through VZW. A single RF switch is used for antenna connections and a switchable MIM slot is used for GSM and LTE MIM selection.,Modem,LTE Only,Cat 1,"1810 NDSU Research Cir N, Fargo, ND, 58102",701-356-2200,sales@appareo.com,External,5-9 VDC,NA,0,Industrial Soldered SIM (MFF2 Embedded),1,5-9 VDC,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Non Verizon FoTA Solution (only),OMADM,Linux,—,—,None,—,—,—,Checked,—,—,Checked,—,—,—,—,—,2x2x.5,6 oz,—,—,75,—,—,NA,NA,NA,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.appareo.com,"1810 NDSU Research Cir N, Fargo, ND, 58102",701-356-2200,support@appareo.com,"Agricultural, Construction, Industrial / Manufacturing, Transportation, Agricultural, Construction, Industrial / Manufacturing, Transportation",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
