Product ID,Device Subtitle,Device Title,Key Feature_1,Key Feature_2,Key Feature_3,Key Feature_4,Key Feature_5,Key Feature_6,Key Feature_7,Product description,Device Type,Network Technology,LTE catagory support,Contact_Address,Contact_Phone,Contact_Email,Hardware_Antenna,Hardware_Battery,Hardware_Display Resolution,Hardware_Ethernet Posts,Hardware_Sim Type,Hardware_USB ports,Hardware_Voltage supply,Other_Accelerometer,Other_Z-Wave,Other_Audio,Other_Battery safety,Other_Bluetooth,Other_Camera,Other_Dual SIM,Other_E911,Other_eUICC,Other_GNSS,Other_GPSS,Other_GPS,Other_Keyboard,Other_Magnetic card reader,Other_Printer,Other_RJ-11,Other_Scanning tech,Other_Serial,Other_Smart card reader,Other_Voice transmission capable,Other_Wifi,Other_Zigbee,FoTA For Baseband/Modem Software Update Capability,FoTA Client Type,Operating System,Soft_Developer Kit,Soft_Diagnostics,Soft_Security Level,Soft_EMS,Soft_MMS,Soft_Remote Management,Soft_SMS Capability,Soft_WEA,Soft_Persistent Prefix IPv6,Soft_Mobile Private Network,Soft_FWA,Soft_Split Data Routing,Soft_Multi-APN,Soft_Global Capable,Soft_Private Wireless Network,Chassis_Dimensions,Chassis_Weight,Chassis_Operating Temperature,Chassis_Storage Temperature,Chassis_Relative Humidity,Chassis_Rain & dust resistance,Chassis_Vehicle Mounting,Network_NAT,Network_Routing Protocols,Network_Security Protocol,Network_VPN Support,Network_Numbershare,Network_Fax capable,Network_Firewall,Network_UMTS,Network_LTE,Network_LTE Global/Roaming,Network_5G,Network_5G Global/Roaming,Network_GPRS,Network_GSM,Contact_Website,Contact_Address,Contact_Phone,Contact_Email,Industry
27520,Netgear,Nighthawk M6 Pro MR6520 Mobile Router,Super-fast and reliable 5G router with 4G fallback for seamless internet access.,2.5GbE LAN/WAN port for high-speed wired connectivity.,Tri-Band WiFi(2.4/5/6GHz) with DBDC operation ensure optimal wireless performance.,"Compact, modern, and portable design for convenient use in various locations.",,,,"Introducing the Nighthawk M6 Pro: a compact 5G router delivering high-speed Verizon C-Band and mmWave connectivity with 4G fallback. Designed for businesses, it's portability meets power, ensuring uninterrupted internet access everywhere. With built-in battery, it stays connected during power outages. Elevate your connectivity with Nightawk M6 Pro - reliable, powerful, and purpose-built for business.",Router,,,Netgear Sales,(408) 907-8000,sales@netgear.com,—,5040mAh,—,1,Standard Nano SIM (4FF),1,3.85V,—,—,—,Checked,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution (only),—,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,4.13x4.13x0.79 in.,—,—,—,—,—,—,"RFC 3022, 4787, 5382; Support up to 64K concurrent dynamic NAT sessions","IPv4 basic routing; Static routing; Dynamic routing RIPv1, RIPv2B/M",LTE and WCDMA related,No built-on VPN. Host PC can install its own VPN client.,N - no Numbershare,—,—,—,,,,,,,www.netgear.com,Netgear Technical Support,1-888-NETGEAR,netgearteam@netgear.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
23460,Lantronix Inc,G520 Series IoT Cellular Gateway,Ethernet,Serial,USB,PoE,,,,"The G520 series offers LTE Cat 4 and 5G industrial-grade cellular gateways that address the demands of Industry 4.0, security, and transport applications. With multiple variants providing vertical configuration and clear market differentiators, the G520 series cellular gateways make it possible to combine multiple application use cases in a compact, highly secure, industrial-grade platform.",Router,LTE Only,Cat 20,"48 Discovery, Suite 250 Irvine, CA 92618 USA",1 800 422-7055,sales@lantronix.com,—,—,—,2,SIM1 - Standard/Industrial Mini SIM (2FF),1,—,—,—,—,—,Checked,—,Checked,—,—,—,Checked,Checked,—,—,—,—,—,Checked,—,—,Checked,—,Non Verizon FoTA Solution (only),OMADM,Linux,—,—,—,—,—,—,Checked,—,—,Checked,Checked,—,—,Checked,—,81.27x131.5x25 in.,0.74 lbs,-30 °F to 70 °F,-40 °C to 85 °F,—,—,—,—,—,—,—,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band12 (700 MHz), Band14 (700 MHz), Band40 (2300 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66",NSA FR1 Roaming n78,,,,"48 Discovery, Suite 250 Irvine, CA 92618 USA",1 800 422-7044,custsupport@lantronix.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Hospitality, Industrial / Manufacturing"
21491,Magnadyne Corporation,WF-CON-LTE,IoT Modem,,,,,,,"A roof mounted WIFI/LTE extender using high gain antennas to boost WIFI/LTE signals at campgrounds, recreation areas and rest stops. 4G LTE Module optimized for M2M and IoT devices. 150Mbps downlink rates 50Mbps uplink rates. WIFI uses 2.4GHz with a 1/2 mile or more range. Router is easily configured in 10 minutes or less using a smartphone, tablet or computer.",Router,LTE Only,Cat 4,"1111 West Victoria Street, Compton, CA 90220",(310) 735-2060,mhockett@magnadyne.com,—,N/A,N/A,1,Standard/Industrial Micro SIM (3FF),0,12VDC - Vehicle Battery,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution (only),OMADM,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,Checked,—,—,—,—,4x1x3.5 in.,.48 lbs,-10 °C to 55 °C,-40 °C to 70 °C,Operation Humidity: 10%~90%RH Non condensing / Storage Humidity: 5%~95%RH Non condensing,—,Checked,Not supported,Open Shortest Path First (OSPF) / Border Gateway Protocol (BGP),WPA(TKIP) / WPA-PSK / WPA2( AES）,Not supported,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,magnadyne.com,"1111 West Victoria Street, Compton, CA 90220",(310) 735-2060,mhockett@magnadyne.com,"Residential / Consumer, Transportation"
24678,Rawasii Co Ltd,RW401C,"Cat-4, LTE, WiFi, 2x Antennas",,,,,,,RW401C is an LTE Cat-4 broadband wireless CPE that supports the following LTE bands- FDD: B2/B4/B5/B12/B13/B17/B66/B71 WCDMA:B2/B4/B5 RW401C supports the following WiFi bands- 802.11 a/b/g/n/ac Dual band 2.4GHz&5GHz / 2X2 MU MIMO Wi-Fi connections up to 32 users,Router,LTE Only,Cat 4,"2-12-2 Hirakawa-cho, Chiyoda-ku, Tokyo, Japan - 100-0001",+819080465300,mohammed.akhtar@rawasii.com,—,—,—,5,Standard/Industrial Mini SIM (2FF),1,"12V, 1.5A",—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution (only),OMADM,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,Checked,—,—,Checked,Checked,—,—,—,—,20x13.5x3.75 cm.,0.82 lbs,-10 °C to 55 °C,-40 °C to 85 °C,"Operation Humidity: 10% to 80%, Storage Humidity: 5% to 95%",—,—,Yes,"L2TP, PPTP",TLS 1.0,Yes,Y - Numbershare only,—,Checked,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",Band12 (700 MHz),,,,,www.rawasii.com,"2-12-2 Hirakawa-cho, Chiyoda-ku, Tokyo, Japan - 100-0001",+18478752773,rsk508@gmail.com,"Education, Residential / Consumer"
27167,Social Mobile,RHINO C6,"6"" immersive HD display and Long-lasting battery to power long work days.",Secured and managed with Android Enterprise.,Global device certified for most countries.,Fingerprint sensor for secure identity access.,Made for high-volume deployment across all industries.,,,"The RHINO C6 is a 6"" Android handheld designed for enterprise. Featuring fingerprint sensor for secure identity access, dual SIM connectivity with eSIM support, Snapdragon® Mobile Platform, and more. Secured and managed with Android Enterprise. Google Play Protect certified. 3 year-guaranteed product availability.",Smartphone,LTE with GSM/UMTS,Cat 13,"2057 Coolidge Street, Hollywood, FL, 33020",+1 (321) 303-4548,sales@socialmobile.com,—,4000 mAh,720*1560,0,Standard Nano SIM (4FF),1,9V,Checked,—,—,—,Checked,Checked,—,Checked,—,—,Checked,Checked,—,—,—,—,—,—,—,Checked,Checked,—,Non Verizon FoTA Solution (only),OMADM,Android,Checked,—,—,—,Checked,Checked,Checked,Checked,—,Checked,—,—,—,—,—,6.3700787x2.897638x0.3976378 in.,0.41 lbs,32 °F to 113 °F,-22 °F to 158 °F,—,—,—,—,—,—,—,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band12 (700 MHz), Band14 (700 MHz), Band17 (700 MHz), Band18 (850 MHz), Band20 (800 MHz), Band25 (1900 MHz), Band26 (850 MHz), Band28 (700 MHz), Band41 (2500 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,www.socialmobile.com,"2057 Coolidge Street, Hollywood, FL, 33020",518-956-2472,saqib.ghouri@socialmobile.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
14006,SkyCentrics,SkyCentrics Cellular AC CTA-2045,"IoT Modem, RS-485, Web-based M2M onboard OS, CTA-2045","IoT Modem to stationary residential and commercial electric appliances (loads), CTA-0245",,,,,,"This product plugs into a CTA-2045 open standard port on appliances such as water heaters, pool pumps, HVAC systems, etc. It provides remote monitoring and control for that appliance. The consumer gets a mobile app from SkyCentrics, and the utilities use the SkyCentrics platform to send grid signals which allow the appliance to respond in productive ways for the utility grid.",Utility / Smart Grid,LTE Only,Cat M1,"214 Grant Ave, Suite 325, San Francisco, CA 94108",4159621505,tristan@skycentrics.com,—,CR2032 coincell battery,no display,0,Standard Nano SIM (4FF),0,"110-240VAC, 50-60Hz, 5W",—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,Checked,—,—,—,—,Checked,—,—,—,Checked,—,—,—,—,—,11.7x7.2x4.1 cm.,6.25 oz,-20 °C to 50 °C,-20 °C to 50 °C,20-95%,—,—,No,none,TLS,Yes,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.skycentrics.com,"214 Grant Ave, Suite 325, San Francisco, CA 94108",4159621500,support@skycentrics.com,"Education, Government, Healthcare, Hospitality, Real Estate, Residential / Consumer, Retail, Utilities"
20568,FLASHNET SA,FRE-220-NEMA-NB1-M1-G,"Street Lighting controller, 7 pin NEMA, IP66, NB-IoT Lte CATM1,",,,,,,,"The product is a street light management and control device that can remotely turn on / off and dim a luminaire, while measuring a wide range of electrical parameters and capable of sending alarms in case of fault detection.",Remote Monitoring and Control,LTE Only,Cat M1,Andrei Marin,+40 735 206 037,andrei.marin@flashnet.ro,—,yes,-,0,Standard Nano SIM (4FF),0,85 - 277VAC / 50Hz-60Hz,Checked,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,—,—,—,—,—,3.27x3.27x3.11 in.,0.485 lbs,-40 °C to 70 °C,-40 °C to 70 °C,95% non-condensing,Checked,—,N/A,N/A,AES128,yes,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.flashnet.ro,support@flashnet.ro,+40 735 206 033,support@flashnet.ro,"Industrial / Manufacturing, Residential / Consumer"
18157,Hewlett Packard Enterprise Company,Aruba MDM-USB-LTE Modem,"Fully managed, Enterprise Grade, high speed LTE modem in a plug-in USB form factor",,,,,,,USB dongle. LTE modem for use with Aruba enterprise Access Points and Controllers.,Modem,LTE Only,Cat 12,https://www.arubanetworks.com/company/contact-us/contact-us-form/,https://www.arubanetworks.com/company/contact-us/contact-us-form/,https://www.arubanetworks.com/company/contact-us/contact-us-form/,—,N/A,N/A,0,Standard Nano SIM (4FF),1,N/A,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Linux,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,10x5x2 in.,<0.5 lbs,0 °C to 40 °C,-40 °C to 70 °C,"Operating: 10% to 90%, non-condensing",—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",Band7 (2600 MHz),,,,,,https://www.arubanetworks.com/support-services/contact-support/,1-800-943-4526,https://asp.arubanetworks.com,"Education, Financial Services, Healthcare, Hospitality, Professional Services, Public Safety, Retail"
26091,Connected Solutions Group,CSG-f219,5G Router,Fixed Wireless Access FWA,Inline Failover,IP Passthrough,Battery Backup Router,,,"f219 is a Wi-Fi 6 5G Cellular Router designed to offer Wi-Fi speeds of 574Mbps (2.4GHz)and 2402Mbps (5GHz), with a combined maximum Wi-Fi speed of 3000Mbps. It is designed for high-speed internet usage with a failover cellular connection, or for scenarios without a reliable source of internet, including recreational vehicles traveling in remote locations, or public transport within high-interference city limits.",Router,LTE with GSM/UMTS and 5G NR NSA,Cat 19,"8529 Meadowbridge Rd. Suite #300, Mechanicsville, VA 23116",804-396-5985,sales@thisiscsg.com,—,Yes 47.36Wh,—,2,SIM1 - Standard Nano SIM (4FF),1,12/24VDC 2.5A Input(Power Cable Included),—,—,—,—,—,—,Checked,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution (only),LWM2M,Linux,—,—,"Security Level 2,(Verizon Response Verified Devices. Comprehensive security requirements mandated.)",—,—,—,Checked,—,—,Checked,Checked,—,—,—,—,6.10x3.74x1.22 in.,1.15 lbs,-4 °F to 158 °F,32 °F to 104 °F,5 -95%,—,—,—,—,"SSL/TLS, HTTPS","OpenVPN client & server, WireGuard client & server, Maximum OpenVPN Speed: 150Mbps, Maximum WireGuard Speed: 300Mbps",N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77",,,,,www.connectedsolutionsgroup.com,"8529 Meadowbridge Rd. Suite #300, Mechanicsville, VA 23116",800-613-2218,support@thisiscsg.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
28048,Connected Solutions Group,CSG-m519,5G Router,Fixed Wireless Access FWA,Inline Failover,IP Passthrough,Battery Backup Router,,,"m519 is a Wi-Fi 6 5G Cellular Router designed to offer Wi-Fi speeds of 574Mbps (2.4GHz)and 2402Mbps (5GHz), with a combined maximum Wi-Fi speed of 3000Mbps. It is designed for high-speed internet usage with a failover cellular connection, or for scenarios without a reliable source of internet, including recreational vehicles traveling in remote locations, or public transport within high-interference city limits.",Router,LTE Only,Cat 19,"8529 Meadowbridge Rd. Suite #300, Mechanicsville, VA 23116",804-396-5985,sales@thisiscsg.com,—,Yes 47.36Wh,—,2,SIM1 - Standard Nano SIM (4FF),1,12VDC 2.5A Input (Power Cable Included),—,—,—,—,—,—,Checked,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),—,Linux,—,—,"Security Level 2,(Verizon Response Verified Devices. Comprehensive security requirements mandated.)",—,—,—,Checked,—,—,Checked,Checked,—,—,Checked,"LTE Licensed,LTE CBRS,5G Licensed",6.10x3.74x1.42 in.,1.15 lbs,-4 °F to 158 °F,32 °F to 104 °F,5 -95%,—,—,—,—,"SSL/TLS, HTTPS","OpenVPN client & server, WireGuard client & server, Maximum OpenVPN Speed: 150Mbps, Maximum WireGuard Speed: 300Mbps",N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band8 (900 MHz), Band12 (700 MHz), Band14 (700 MHz), Band17 (700 MHz), Band18 (850 MHz), Band20 (800 MHz), Band25 (1900 MHz), Band26 (850 MHz), Band28 (700 MHz), Band40 (2300 MHz), Band41 (2500 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77","NSA FR1 Roaming n66, NSA FR1 Roaming n77, NSA FR1 Roaming n78",,,www.connectedsolutionsgroup.com,"8529 Meadowbridge Rd. Suite #300, Mechanicsville, VA 23116",800-613-2218,support@thisiscsg.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
27566,Peplink,BR1 Mini 5G,1x 5G cellular Modem,Downlink/Uplink: 5G: 3.4 Gbps/900 Mbps; LTE CAT-20: 1.6 Gbps/200 Mbps,3x GE Ethernet Port,Support 802.3at PoE input,Remote Central Management with InControl 2,,,"The MAX BR1 Mini 5G(Core version) is a single 5G cellular router at an affordable price for large-scale deployments. This small form-factor device with cellular modem, ethernet port are optimally suited for M2M/IoT or mobile applications to improve network resilience. It does not have Wi-Fi and GPS to minimize the attack surface. The fast speed and Ignition Sensing support make the 5G version a more powerful option for your deployment .",Router,LTE with GSM/UMTS and 5G NR NSA,Cat 19,sales@peplink.com,6504509668,sales@peplink.com,—,NA,NA,3,SIM1 - Standard Nano SIM (4FF),0,10V – 30V DC,—,—,—,—,—,—,Checked,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,Checked,—,—,—,"LTE Licensed,LTE CBRS,5G Licensed",5.0x4.2x1.4 in.,0.95 lbs,-40 °C to 149 °C,-40 °F to 149 °F,15% – 95% (non-condensing),—,—,"One-to-one, one-to-many","Static, Dynamic, OSPF, RIPv2, BGP",Yes,"PepVPN, IPSec, L2TP",N - no Numbershare,—,Checked,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band8 (900 MHz), Band12 (700 MHz), Band14 (700 MHz), Band17 (700 MHz), Band18 (850 MHz), Band20 (800 MHz), Band25 (1900 MHz), Band26 (850 MHz), Band28 (700 MHz), Band40 (2300 MHz), Band41 (2500 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77","NSA FR1 Roaming n66, NSA FR1 Roaming n77, NSA FR1 Roaming n78",,,www.peplink.com,support@peplink.com,6504509668,support@peplink.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
22717,MultiTech Systems Inc,MTC-MNG6-B01,"Rugged, military and SAE tested","Two-year warranty, upgradable to five years",,,,,,"The MultiConnect®Cell 100 Series serial cellular modem is a compact communications platform that provides cellular capabilities for fixed and mobile applications. It is intended for use in settings demanding reliable performance under rugged conditions, low power and long range such as remotely monitoring solar micro-inverters, power generators, tanks, pipelines, meters, pumps and valves in any energy, utility, or industrial application.",Modem,LTE Only,Cat M1,"2205 Woodale Drive, Mounds View, MN, 55112",1-888-288-5470,sales@multitech.com,—,—,—,0,Standard/Industrial Mini SIM (2FF),1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,—,—,—,Checked,—,3.17x2.45x1.16 in.,.65 lbs,-40 °F to +185 °F,-40 °F to +185 °F,15% to 93% noncondensing,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band12 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,www.multitech.com,"2205 Woodale Drive, Mounds View, MN, 55112",1-763-717-5863,https://support.multitech.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality"
22713,MultiTech Systems Inc,MTC-MNG6-B03,"Rugged, military and SAE tested","Two-year warranty, upgradable to five years",,,,,,"The MultiConnect®Cell 100 Series USB cellular modem is a compact communications platform that provides cellular capabilities for fixed and mobile applications. It is intended for use in settings demanding reliable performance under rugged conditions, low power and long range such as remotely monitoring solar micro-inverters, power generators, tanks, pipelines, meters, pumps and valves in any energy, utility, or industrial application.",Modem,LTE Only,Cat M1,"2205 Woodale Drive, Mounds View, MN, 55112",1-888-288-5470,sales@multitech.com,—,—,—,0,Standard/Industrial Mini SIM (2FF),1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,—,—,—,Checked,—,3.17x2.45x1.16 in.,.65 lbs,-40 °F to +185 °F,-40 °F to +185 °F,15% to 93% noncondensing,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band12 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,www.multitech.com,"2205 Woodale Drive, Mounds View, MN, 55112",1-763-717-5863,https://support.multitech.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality"
26782,MultiTech Systems Inc,MTSMC-MNG6,"Developer friendly to integrate, quick to deploy and scale asset",4G LTE CAT M1,On-board GNSS or GPS,,,,,"The SocketModem® Cell embedded cellular modem is a complete, ready-to-integrate communications device ideal for customers looking to add 4G-LTE cellular communications to their IoT/M2M solutions. These communications devices enable easy technology transitions and allow developers to add wireless communication to products with a minimum of development time and expense",Modem,LTE Only,Cat M1,"2205 Woodale Drive, Mounds View, MN, 55112",1-888-288-5470,sales@multitech.com,—,—,—,0,Standard/Industrial Micro SIM (3FF),0,—,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,—,—,—,—,Checked,—,—,Checked,—,—,—,Checked,—,3.15x1.375x.4 in.,4 oz,-40 °C to +85 °C,-40 °C to +85 °C,20% to 90% RH noncondensing,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band12 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,www.multitech.com,"2205 Woodale Drive, Mounds View, MN, 55112",1-763-717-5863,https://support.multitech.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality"
26781,MultiTech Systems Inc,MTSMC-MNG6-U,"Developer friendly to integrate, quick to deploy and scale asset",4G LTE CAT M1,On-board GNSS or GPS,,,,,"The SocketModem® Cell embedded cellular modem is a complete, ready-to-integrate communications device ideal for customers looking to add 4G-LTE cellular communications to their IoT/M2M solutions. These communications devices enable easy technology transitions and allow developers to add wireless communication to products with a minimum of development time and expense",Modem,LTE Only,Cat M1,"2205 Woodale Drive, Mounds View, MN, 55112",1-888-288-5470,sales@multitech.com,—,—,—,0,Standard/Industrial Mini SIM (2FF),1,—,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,—,—,—,—,Checked,—,—,Checked,—,—,—,Checked,—,3.15x1.375x.4 in.,4 oz,-40 °C to +85 °C,-40 °C to +85 °C,20% to 90% RH noncondensing,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band12 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,www.multitech.com,"2205 Woodale Drive, Mounds View, MN, 55112",1-763-717-5863,https://support.multitech.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality"
22564,Winegard Company,IoT Hub,WiFi,BLE,CAN Interface,LTE CATM1,USB Charging,,,Remote monitoring and control Hub supporting: -Asset Tracking -BLE and WiFi Sensor data gathering -Cellular and WiFi reporting interface -Mobile App Interface for Control and Setup -Cloud support through MQTT and AWS Core services -Low Power Battery Operation,Remote Monitoring and Control,LTE Only,Cat M1,3000 Kirkwood St,12174302650,Jeremy.Rohdy@winegard.com,—,LiIon Cylindrical 18650,NA,0,Standard Nano SIM (4FF),1,8-16,Checked,—,—,—,Checked,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,RTOS,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,—,—,5x6x2 in.,1 lbs,-30 °F to 60 °F,-40 °F to 85 °F,90,—,Checked,—,IP/TCP IP/UDP,HTTP,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.winegard.com,3000 Kirkwood St,12174302650,dean.kostan@winegard.com,Transportation
22692,MultiTech Systems Inc,MTQ-MNG6-B02,4G LTE CAT M1,"Developer friendly to integrate, quick to deploy and scale asset",On-board GNSS or GPS,Multiple I/O interfaces,,,,"The MultiTech Dragonfly™ embedded cellular modem is a ready-to-integrate mobile network carrier approved embedded modem that offers developers the functionality of an onboard cellular radio through a board 40 pin connector or USB-Micro connector, a SIM holder, all in a compact design.",Modem,LTE Only,Cat M1,"2205 Woodale Drive, Mounds View, MN, 55112",1-888-288-5470,sales@multitech.com,—,—,—,0,Standard/Industrial Micro SIM (3FF),1,—,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,—,—,—,Checked,—,2.3x1.375x.4 in.,.6 oz,-40 °C to +85 °C,-40 °C to +85 °C,"20% to 90% RH, non-condensing",—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band12 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,www.multitech.com,"2205 Woodale Drive, Mounds View, MN, 55112",1-763-717-5863,https://support.multitech.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality"
